Physical Address Suburb,Physical Address State,Physical Address Post Code,2015 Aged Care Planning Region (ACPR),SA4 Region,Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2016-17 Australian Government Funding,Total Places
MIRA MAR,WA,6330,Great Southern,Western Australia - Wheat Belt,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-35.01073368,117.9022962,841498,0
MADDINGTON,WA,6109,Metropolitan South East,Perth - South East,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-32.05244,115.98704,956442,0
CAREY PARK,WA,6230,South West,Bunbury,Home Care,,,,Silver Chain Group Limited,Charitable,Inner Regional Australia,-33.34729582,115.6444846,1605421,0
GERALDTON,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-28.77553039,114.6120015,760666,0
KALGOORLIE,WA,6432,Goldfields,Western Australia - Outback,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-30.77312,121.489,129016,0
MADDINGTON,WA,6109,Metropolitan South East,Perth - South East,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-32.05244,115.98704,333060,0
MYAREE,WA,6154,Metropolitan South West,Perth - South West,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-32.04231,115.81531,2196385,0
NORTHAM,WA,6401,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Silver Chain Group Limited,Charitable,Inner Regional Australia,-31.64781763,116.6586854,517899,0
HIGHGATE,WA,6003,Metropolitan East,Perth - Inner,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-31.94085784,115.8740918,1598715,0
GERALDTON,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-28.77553039,114.6120015,1723068,0
BOULDER,WA,6432,Goldfields,Western Australia - Outback,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-30.77312,121.489,879336,0
MIRA MAR,WA,6330,Great Southern,Western Australia - Wheat Belt,Home Care,,,,Silver Chain Group Limited,Charitable,Outer Regional Australia,-35.01073368,117.9022962,2411882,0
KINGSLEY,WA,6026,Metropolitan North,Perth - North West,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-31.8192,115.80484,2756184,0
MADDINGTON,WA,6109,Metropolitan South East,Perth - South East,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-32.05244,115.98704,1500668,0
CAREY PARK,WA,6230,South West,Bunbury,Home Care,,,,Silver Chain Group Limited,Charitable,Inner Regional Australia,-33.34729582,115.6444846,1569546,0
GREENFIELDS,WA,6210,Metropolitan South West,Mandurah,Home Care,,,,Silver Chain Group Limited,Charitable,Major Cities of Australia,-32.53383,115.76139,2006399,0
TOODYAY,WA,6556,Wheatbelt,Perth - North East,Home Care,,,,Silver Chain Group Limited,Charitable,Inner Regional Australia,-31.55041888,116.4701207,1247157,0
MANNING,WA,6152,Metropolitan South East,Perth - South East,Home Care,,,,Southcare Inc,Charitable,Major Cities of Australia,-32.00822472,115.8673075,688699,0
MANNING,WA,6152,Metropolitan South East,Perth - South East,Home Care,,,,Southcare Inc,Charitable,Major Cities of Australia,-32.00822472,115.8673075,707955,0
MANNING,WA,6152,Metropolitan South East,Perth - South East,Home Care,,,,Southcare Inc,Charitable,Major Cities of Australia,-32.00822472,115.8673075,246888,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,158980,0
BROOME,WA,6725,Kimberley,Western Australia - Outback,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Remote Australia,-17.96911167,122.2273136,274206,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,637047,0
SOUTH HEDLAND,WA,6722,Pilbara,Western Australia - Outback,Home Care,,,,Silver Chain Group Limited,Charitable,Remote Australia,-20.40220414,118.5988898,682457,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,440342,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,455715,0
BROOME,WA,6725,Kimberley,Western Australia - Outback,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Remote Australia,-17.96911167,122.2273136,562966,0
BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Inner Regional Australia,-33.33575,115.63904,1434438,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,552590,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,7396361,0
SOUTH HEDLAND,WA,6722,Pilbara,Western Australia - Outback,Home Care,,,,Silver Chain Group Limited,Charitable,Remote Australia,-20.40220414,118.5988898,697659,0
BROOME,WA,6725,Kimberley,Western Australia - Outback,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Remote Australia,-17.96911167,122.2273136,254953,0
BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Inner Regional Australia,-33.33575,115.63904,1139878,0
RIVERVALE,WA,6103,Metropolitan South East,Perth - South East,Home Care,,,,Southern Cross Care (WA) Inc,Religious,Major Cities of Australia,-31.95686,115.90428,4667424,0
NORTH PERTH,WA,6006,Metropolitan East,Perth - Inner,Home Care,,,,St Basil's Aged Care Services in Western Australia (Vasileias) Inc,Religious,Major Cities of Australia,-31.92478771,115.8518943,670505,0
NORTH PERTH,WA,6006,Metropolitan East,Perth - Inner,Home Care,,,,St Basil's Aged Care Services in Western Australia (Vasileias) Inc,Religious,Major Cities of Australia,-31.92478771,115.8518943,492556,0
NORTH PERTH,WA,6006,Metropolitan East,Perth - Inner,Home Care,,,,St Basil's Aged Care Services in Western Australia (Vasileias) Inc,Religious,Major Cities of Australia,-31.92478771,115.8518943,174853,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,9605764,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,198300,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,639636,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,468886,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,1173926,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,443589,0
VICTORIA PARK,WA,6100,Metropolitan South East,Perth - South East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.97493121,115.8905476,4254054,0
VICTORIA PARK,WA,6100,Metropolitan South East,Perth - South East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.97493121,115.8905476,2531437,0
VICTORIA PARK,WA,6100,Metropolitan South East,Perth - South East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.97493121,115.8905476,924591,0
BROADWATER,WA,6280,South West,Bunbury,Home Care,,,,Ray Village Aged Services Inc,Charitable,Inner Regional Australia,-33.65821282,115.2692108,301137,0
BROADWATER,WA,6280,South West,Bunbury,Home Care,,,,Ray Village Aged Services Inc,Charitable,Inner Regional Australia,-33.65821282,115.2692108,453925,0
BROADWATER,WA,6280,South West,Bunbury,Home Care,,,,Ray Village Aged Services Inc,Charitable,Inner Regional Australia,-33.65821282,115.2692108,108566,0
MIDLAND,WA,6056,Metropolitan East,Perth - North East,Home Care,,,,City of Swan,Local Government,Major Cities of Australia,-31.88813236,116.0116999,518007,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,SwanCare Group (Inc),Charitable,Major Cities of Australia,-32.00398277,115.9013201,170154,0
ASHFIELD,WA,6054,Metropolitan East,Perth - North East,Home Care,,,,Town of Bassendean,Local Government,Major Cities of Australia,-31.91378503,115.9363525,379444,0
PERTH,WA,6000,Metropolitan East,Perth - Inner,Home Care,,,,Australian Asian Association of Western Australia Inc,Charitable,Major Cities of Australia,-31.94329872,115.8678573,471478,0
TURKEY CREEK,WA,6740,Kimberley,Western Australia - Outback,Home Care,,,,Warmun Community (Turkey Creek) Inc,Community Based,Very Remote Australia,-15.50714139,128.1625403,247107,0
JOONDALUP,WA,6027,Metropolitan North,Perth - North West,Home Care,,,,White Oak Home Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.74149,115.77065,201865,0
WILUNA,WA,6646,Mid West,Western Australia - Outback,Home Care,,,,Ngangganawili Aboriginal Community Controlled Health & Medical Services Aboriginal Corporation,Charitable,Very Remote Australia,-26.5928875,120.2168653,218009,0
TEMPLESTOWE,VIC,3106,Eastern Metro,Melbourne - Inner East,Residential,142,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.76720883,145.1533983,8097289,142
NORTH TAMWORTH,NSW,2340,New England,New England and North West,Home Care,,,,Life Without Barriers,Community Based,Inner Regional Australia,-31.08226148,150.924605,317383,0
MELBOURNE,VIC,3000,Western Metro,Melbourne - Inner,Home Care,,,,Feros Care Limited,Community Based,Major Cities of Australia,-37.814541,144.9705,1370199,0
MELBOURNE,VIC,3000,Western Metro,Melbourne - Inner,Home Care,,,,Feros Care Limited,Community Based,Major Cities of Australia,-37.814541,144.9705,1475430,0
MELBOURNE,VIC,3000,Western Metro,Melbourne - Inner,Home Care,,,,Feros Care Limited,Community Based,Major Cities of Australia,-37.814541,144.9705,2516566,0
TUGGERAH,NSW,2259,Central Coast,Central Coast,Home Care,,,,Integratedliving Australia Ltd,Community Based,Major Cities of Australia,-33.31630818,151.4212327,1597292,0
DELACOMBE,VIC,3356,Grampians,Ballarat,Residential,144,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,-37.59042354,143.8088634,9633627,144
EAGLEMONT,VIC,3084,Northern Metro,Melbourne - North East,Home Care,,,,Southern Cross Care (VIC),Religious,Major Cities of Australia,-37.76068,145.070648,17079,0
GEELONG,VIC,3220,Barwon-South Western,Geelong,Home Care,,,,Southern Cross Care (VIC),Religious,Major Cities of Australia,-38.1502697,144.3647487,153608,0
MORWELL,VIC,3840,Gippsland,Latrobe - Gippsland,Home Care,,,,Latrobe Community Health Service,State Government,Inner Regional Australia,-38.2358326,146.4000861,880191,0
EAGLEMONT,VIC,3084,Northern Metro,Melbourne - North East,Home Care,,,,Southern Cross Care (VIC),Religious,Major Cities of Australia,-37.76068,145.070648,69087,0
SHEPPARTON,VIC,3630,Hume,Shepparton,Home Care,,,,Southern Cross Care (VIC),Religious,Inner Regional Australia,-36.3621966,145.4043668,911211,0
BEGA,NSW,2550,Southern Highlands,Capital Region,Home Care,,,,Integratedliving Australia Ltd,Community Based,Outer Regional Australia,-36.67410097,149.844034,1506632,0
WANGARATTA,VIC,3677,Hume,Hume,Home Care,,,,Latrobe Community Health Service,State Government,Inner Regional Australia,-36.35745028,146.3216848,1221750,0
CAMBERWELL,VIC,3124,Eastern Metro,Melbourne - Inner East,Residential,50,,,Allity Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.83771279,145.0829588,1468700,50
TAYLORS LAKES,VIC,3038,Western Metro,Melbourne - West,Home Care,,,,IPC Health Ltd,Community Based,Major Cities of Australia,-37.7000966,144.7741088,406273,0
SHEPPARTON,VIC,3630,Hume,Shepparton,Home Care,,,,Southern Cross Care (VIC),Religious,Inner Regional Australia,-36.3621966,145.4043668,12585,0
TEMPLESTOWE LOWER,VIC,3107,Eastern Metro,Melbourne - Inner East,Residential,60,,,Allity Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.75830108,145.1141925,1629779,60
BELLA VISTA,NSW,2153,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895,1027683,0
RINGWOOD,VIC,3134,Eastern Metro,Melbourne - Outer East,Home Care,,,,annecto Inc,Charitable,Major Cities of Australia,-37.812089,145.227127,462926,0
GLENROY,VIC,3046,Northern Metro,Melbourne - North West,Home Care,,,,VincentCare Victoria,Religious,Major Cities of Australia,-37.706405,144.919651,1180169,0
ST KILDA,VIC,3182,Southern Metro,Melbourne - Inner,Home Care,,,,Jewish Care (Victoria) Inc,Religious,Major Cities of Australia,-37.852933,144.982152,742585,0
MALVERN,VIC,3144,Southern Metro,Melbourne - Inner South,Home Care,,,,MECWA,Community Based,Major Cities of Australia,-37.852367,145.036581,1325694,0
EAST MAITLAND,NSW,2323,Hunter,Hunter Valley exc Newcastle,Home Care,,,,The Churches of Christ Property Trust,Religious,Major Cities of Australia,-32.76599596,151.5901962,1142637,0
BELLA VISTA,NSW,2153,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895,1046588,0
MALVERN,VIC,3144,Southern Metro,Melbourne - Inner South,Home Care,,,,MECWA,Community Based,Major Cities of Australia,-37.852367,145.036581,1659566,0
MALVERN,VIC,3144,Southern Metro,Melbourne - Inner South,Home Care,,,,MECWA,Community Based,Major Cities of Australia,-37.852367,145.036581,999375,0
PAKENHAM,VIC,3810,Southern Metro,Melbourne - South East,Home Care,,,,MECWA,Community Based,Major Cities of Australia,-38.07633465,145.4806665,1658829,0
HORSHAM,VIC,3400,Grampians,North West,Home Care,,,,Grampians Community Health,State Government,Outer Regional Australia,-36.71353471,142.2075514,286915,0
BUNDOORA,VIC,3083,Northern Metro,Melbourne - North East,Home Care,,,,Baptcare Ltd,Religious,Major Cities of Australia,-37.68357729,145.0695029,1107086,0
BUNDOORA,VIC,3083,Northern Metro,Melbourne - North East,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.68539315,145.0701196,990507,0
MORNINGTON,VIC,3931,Southern Metro,Mornington Peninsula,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.22023365,145.0449343,330477,0
DONCASTER,VIC,3108,Eastern Metro,Melbourne - Inner East,Home Care,,,,Chinese Community Social Services Centre Inc,Community Based,Major Cities of Australia,-37.787213,145.131436,591784,0
KEYSBOROUGH,VIC,3173,Southern Metro,Melbourne - South East,Home Care,,,,Druids Friendly Society Limited,Publicly Listed Company,Major Cities of Australia,-37.99376454,145.1640045,514674,0
CLEMTON PARK,NSW,2206,Inner West,Sydney - Inner South West,Residential,144,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.92354897,151.1037387,11327704,144
WALLAN,VIC,3756,Hume,Melbourne - North East,Home Care,,,,Baptcare Ltd,Religious,Major Cities of Australia,-37.4160541,144.9779775,1161969,0
GEELONG,VIC,3220,Barwon-South Western,Geelong,Home Care,,,,Baptcare Ltd,Religious,Major Cities of Australia,-38.1517512,144.3612441,162471,0
NORTH RYDE,NSW,2113,Northern Sydney,Sydney - Ryde,Home Care,,,,St Ives Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.79668964,151.1453024,1659260,0
RINGWOOD,VIC,3134,Eastern Metro,Melbourne - Outer East,Home Care,,,,Baptcare Ltd,Religious,Major Cities of Australia,-37.81605408,145.2237876,68181,0
MORWELL,VIC,3840,Gippsland,Latrobe - Gippsland,Home Care,,,,Baptcare Ltd,Religious,Inner Regional Australia,-38.238867,146.398868,707972,0
BELLA VISTA,NSW,2153,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895,588594,0
WEST TAMWORTH,NSW,2340,New England,New England and North West,Home Care,,,,The Benevolent Society,Charitable,Inner Regional Australia,-31.09158138,150.9205448,533415,0
BELLA VISTA,NSW,2153,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895,1122299,0
DEAKIN,ACT,2600,ACT,Australian Capital Territory,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.32173925,149.096484,600633,0
HAMMONDVILLE,NSW,2170,South West Sydney,Sydney - South West,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.95051756,150.9587803,2487494,0
WAGGA WAGGA,NSW,2650,Riverina/Murray,Riverina,Home Care,,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-35.11411604,147.3551901,183645,0
PORT KEMBLA,NSW,2505,Illawarra,Illawarra,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-34.47867285,150.9003089,279442,0
ORANGE,NSW,2800,Central West,Central West,Home Care,,,,CareWest Ltd,Community Based,Inner Regional Australia,-33.28291692,149.1008848,522160,0
